;time;customer;location
0;07:00:00;Jennifer Hunt;entrance
1;07:00:00;Bradley Rodriguez;entrance
2;07:00:00;Jordan Perez;entrance
3;07:00:00;Alyssa Young;entrance
4;07:00:00;Alexis Hill;entrance
5;07:01:00;Jennifer Hunt;dairy
6;07:01:00;Bradley Rodriguez;dairy
7;07:01:00;Jordan Perez;fruit
8;07:01:00;Alyssa Young;dairy
9;07:01:00;Alexis Hill;spices
10;07:01:00;Kayla Vazquez;entrance
11;07:01:00;Michelle Stephens;entrance
12;07:01:00;Renee Watts;entrance
13;07:01:00;Andrea Cox;entrance
14;07:01:00;Bailey Baldwin;entrance
15;07:01:00;Michelle Ford;entrance
16;07:01:00;Danielle Powell;entrance
17;07:02:00;Jennifer Hunt;drinks
18;07:02:00;Bradley Rodriguez;fruit
19;07:02:00;Jordan Perez;dairy
20;07:02:00;Alyssa Young;drinks
21;07:02:00;Alexis Hill;dairy
22;07:02:00;Kayla Vazquez;fruit
23;07:02:00;Michelle Stephens;dairy
24;07:02:00;Renee Watts;fruit
25;07:02:00;Andrea Cox;spices
26;07:02:00;Bailey Baldwin;fruit
27;07:02:00;Michelle Ford;dairy
28;07:02:00;Danielle Powell;fruit
29;07:02:00;Andrew Hodges;entrance
30;07:02:00;Timothy Nicholson;entrance
31;07:02:00;Brandon Ramirez;entrance
32;07:02:00;Stephen Arroyo;entrance
33;07:03:00;Jennifer Hunt;dairy
34;07:03:00;Bradley Rodriguez;dairy
35;07:03:00;Jordan Perez;fruit
36;07:03:00;Alyssa Young;checkout and leave
37;07:03:00;Alexis Hill;drinks
38;07:03:00;Kayla Vazquez;fruit
39;07:03:00;Michelle Stephens;dairy
40;07:03:00;Renee Watts;spices
41;07:03:00;Andrea Cox;drinks
42;07:03:00;Bailey Baldwin;dairy
43;07:03:00;Michelle Ford;drinks
44;07:03:00;Danielle Powell;dairy
45;07:03:00;Andrew Hodges;fruit
46;07:03:00;Timothy Nicholson;dairy
47;07:03:00;Brandon Ramirez;dairy
48;07:03:00;Stephen Arroyo;drinks
49;07:03:00;Mrs. Jane Gardner;entrance
50;07:03:00;William Herring;entrance
51;07:03:00;Ruth Morgan;entrance
52;07:03:00;Jonathan Bishop;entrance
53;07:03:00;Brenda Griffin;entrance
54;07:03:00;Cathy Berger;entrance
55;07:03:00;Kristin Sparks;entrance
56;07:03:00;Erik Thomas;entrance
57;07:04:00;Jennifer Hunt;fruit
58;07:04:00;Bradley Rodriguez;spices
59;07:04:00;Jordan Perez;fruit
60;07:04:00;Alexis Hill;spices
61;07:04:00;Kayla Vazquez;drinks
62;07:04:00;Michelle Stephens;drinks
63;07:04:00;Renee Watts;spices
64;07:04:00;Andrea Cox;checkout and leave
65;07:04:00;Bailey Baldwin;drinks
66;07:04:00;Michelle Ford;drinks
67;07:04:00;Danielle Powell;checkout and leave
68;07:04:00;Andrew Hodges;checkout and leave
69;07:04:00;Timothy Nicholson;fruit
70;07:04:00;Brandon Ramirez;checkout and leave
71;07:04:00;Stephen Arroyo;dairy
72;07:04:00;Mrs. Jane Gardner;spices
73;07:04:00;William Herring;drinks
74;07:04:00;Ruth Morgan;spices
75;07:04:00;Jonathan Bishop;fruit
76;07:04:00;Brenda Griffin;spices
77;07:04:00;Cathy Berger;drinks
78;07:04:00;Kristin Sparks;spices
79;07:04:00;Erik Thomas;dairy
80;07:04:00;Amanda Bailey;entrance
81;07:04:00;Roger Romero;entrance
82;07:04:00;Jamie Booth;entrance
83;07:04:00;Michael Jenkins;entrance
84;07:04:00;Natalie Campbell;entrance
85;07:04:00;Jason Anderson;entrance
86;07:05:00;Jennifer Hunt;fruit
87;07:05:00;Bradley Rodriguez;drinks
88;07:05:00;Jordan Perez;drinks
89;07:05:00;Alexis Hill;fruit
90;07:05:00;Kayla Vazquez;fruit
91;07:05:00;Michelle Stephens;dairy
92;07:05:00;Renee Watts;dairy
93;07:05:00;Bailey Baldwin;drinks
94;07:05:00;Michelle Ford;checkout and leave
95;07:05:00;Andrew Hodges;checkout and leave
96;07:05:00;Timothy Nicholson;checkout and leave
97;07:05:00;Stephen Arroyo;dairy
98;07:05:00;Mrs. Jane Gardner;checkout and leave
99;07:05:00;William Herring;dairy
100;07:05:00;Ruth Morgan;dairy
101;07:05:00;Jonathan Bishop;checkout and leave
102;07:05:00;Brenda Griffin;checkout and leave
103;07:05:00;Cathy Berger;drinks
104;07:05:00;Kristin Sparks;spices
105;07:05:00;Erik Thomas;dairy
